id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1387918644353507333,1387918644353507333,2021-04-30 09:56:05 AEST,2021-04-30,09:56:05,+1000,1113173453102698496,sedsnseismic,Liz Mahon,,Getting a head cold straight after getting over covid vaccine side effects should be illegal. What even is a head cold anymore? I feel so 2019  https://t.co/txhPxHfb6R,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E0LgpYFUUAEiozn.jpg'],1,1,5,[],[],https://twitter.com/sedsnseismic/status/1387918644353507333,False,,1,https://pbs.twimg.com/tweet_video_thumb/E0LgpYFUUAEiozn.jpg,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387918641526566912,1387916300320526336,2021-04-30 09:56:05 AEST,2021-04-30,09:56:05,+1000,1184692549551738880,prashan46444413,Public knows...,,"@MukeshPathakji Pathakji,  My information from Delhi says that no one is blaming Kejriwal on the ground... all are blaming Modi. Why? Because of bad PR by BJP in delhi.. which is not surprising given how things are run by Delhi BJP  Only Kapil bhai and Bagga visible..",en,[],[],[],1,0,0,[],[],https://twitter.com/Prashan46444413/status/1387918641526566912,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'MukeshPathakji', 'name': 'Mukesh Pathak 🐝🍯 FaBA', 'id': '1058939513714761729'}]",,,,
1387918519975616514,1387918519975616514,2021-04-30 09:55:36 AEST,2021-04-30,09:55:36,+1000,313130822,jeromekhalaf,Jerome,,This guys undefeated,en,[],[],[],0,1,3,[],[],https://twitter.com/JeromeKhalaf/status/1387918519975616514,False,https://twitter.com/KeeyaKeys/status/1387806496839319558,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387918505601687554,1387905816410329090,2021-04-30 09:55:32 AEST,2021-04-30,09:55:32,+1000,202962259,creativejimsez,Creative Jim 🏆🏆🏆🏆🏆🏆 📷 🖥🍷🍸🇦🇺,,@elplatt @johncusack You’re an idiot 🤦🏻‍♂️,en,[],[],[],0,0,2,[],[],https://twitter.com/creativejimsez/status/1387918505601687554,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'elplatt', 'name': 'Edward L. Platt is @elplatt@greatjustice.net', 'id': '40904248'}, {'screen_name': 'johncusack', 'name': 'John Cusack', 'id': '17017636'}]",,,,
1387918494147112962,1387877818780946432,2021-04-30 09:55:29 AEST,2021-04-30,09:55:29,+1000,55442941,girl_goesracing,TK,,@GreggScanlan How are the nerves?,en,[],[],[],1,0,0,[],[],https://twitter.com/Girl_GoesRacing/status/1387918494147112962,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'GreggScanlan', 'name': 'Gregg Scanlan', 'id': '2452953690'}]",,,,
1387918472873582595,1387918472873582595,2021-04-30 09:55:24 AEST,2021-04-30,09:55:24,+1000,313130822,jeromekhalaf,Jerome,,@KeeyaKeys bro please you need to relax. Accraholic freestyle sounds like it’s gonna be another fucking banger.,en,[],[],[],0,0,0,[],[],https://twitter.com/JeromeKhalaf/status/1387918472873582595,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387918447489667073,1387863065308319750,2021-04-30 09:55:18 AEST,2021-04-30,09:55:18,+1000,844880908247191552,bpogoriller,Boris Pogoriller,,@valenayaspers @the_enotas Заказала такси и сказала таксисту: вези меня в самую гущу событий. Потом устроилась на работу в Данкин Донатс. Нечто похожее на Старбакс. Какова?  https://t.co/Z0TvFK9ZUB,ru,[],[],['https://pbs.twimg.com/media/E0LgdeRVoAEzJHO.jpg'],0,0,0,[],[],https://twitter.com/BPogoriller/status/1387918447489667073,False,,1,https://pbs.twimg.com/media/E0LgdeRVoAEzJHO.jpg,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'valenayaspers', 'name': 'Ясперс', 'id': '1226860036355391488'}, {'screen_name': 'the_enotas', 'name': 'иди за второй', 'id': '263074043'}]",,,,
1387918428061671427,1387899504905527296,2021-04-30 09:55:14 AEST,2021-04-30,09:55:14,+1000,1130427722574942208,maxblake44,Max Blake,,@Collin_G_Wood @danderfield I tipped yesterday and I tipped Gold Coast 😉,en,[],[],[],1,0,1,[],[],https://twitter.com/maxblake44/status/1387918428061671427,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'Collin_G_Wood', 'name': 'Collin G Wood ⚫️⚪️', 'id': '229036607'}, {'screen_name': 'danderfield', 'name': 'Rachel Danderfield', 'id': '726549579986931712'}]",,,,
1387918377851650051,1387918377851650051,2021-04-30 09:55:02 AEST,2021-04-30,09:55:02,+1000,860533549,juanli324,李隽,,很多信息显示中国自1949年以来人口首次下降。原定于4月上旬公布的第七次全国人口普查数据，一直到4月底国家统计局才发表了一个只有一句话的通报：我国人口继续保持增长。撒谎成性者真是无可救药。不是你党一直不惜杀婴也要减少人口吗？人口少了可发展无人化产业啊，非要撒谎、自欺欺人，最终砸自己的脚,zh,[],[],[],2,5,20,[],[],https://twitter.com/juanli324/status/1387918377851650051,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387918329814286338,1387743586863620097,2021-04-30 09:54:50 AEST,2021-04-30,09:54:50,+1000,1130427722574942208,maxblake44,Max Blake,,@Beers_With_Ben Clint Bizzzzzzzelllllllllll - the next Gary Ablett Senior! My all time random favourite player from that era was Adam Houlihan,en,[],[],[],0,0,1,[],[],https://twitter.com/maxblake44/status/1387918329814286338,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'Beers_With_Ben', 'name': 'Beers with Ben 🍺', 'id': '1142657626716528640'}]",,,,
1387918296511614983,1387918296511614983,2021-04-30 09:54:42 AEST,2021-04-30,09:54:42,+1000,2248002344,leighryan2000,Leigh Ryan,"{'type': 'Point', 'coordinates': [-38.1096, 144.352]}","UNSUPERVISED!  #art #bodyart #parenting @ North Geelong, Victoria  https://t.co/NRn6GdeW2w",et,[],['https://www.instagram.com/p/COROBwIDRQB/?igshid=33vs9riksurh'],[],0,0,0,"['art', 'bodyart', 'parenting']",[],https://twitter.com/leighryan2000/status/1387918296511614983,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387918171236044800,1387918171236044800,2021-04-30 09:54:12 AEST,2021-04-30,09:54:12,+1000,22696172,angelgabe6,Gabrielle,,White people come get yo uncle. I’m so tired of these racist pricks.,en,[],[],[],0,0,1,[],[],https://twitter.com/angelgabe6/status/1387918171236044800,False,https://twitter.com/slpng_giants_oz/status/1387913888344121345,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917918915096579,1387917918915096579,2021-04-30 09:53:12 AEST,2021-04-30,09:53:12,+1000,727730122669871105,asiacapable,Asialink Business,,"🎥 All set to go live from Brisbane today, anchoring the #AsialinkLeaders hubs in Sydney, Melbourne &amp; online. The final day in Foundation Week, but just step 1 in the Leaders’ #AsiaCapable journey. Thanks again to our partners @HSFlegal. Follow us on LinkedIn for more insights  https://t.co/mXvsToUQ8o",en,"[{'screen_name': 'hsflegal', 'name': 'hsflegal', 'id': '538958929'}]",[],"['https://pbs.twimg.com/media/E0Lf_OlUYAAUjAG.jpg', 'https://pbs.twimg.com/media/E0Lf_OnVoAAKTAy.jpg', 'https://pbs.twimg.com/media/E0Lf_OmVoAMQxFb.jpg']",0,0,5,"['asialinkleaders', 'asiacapable']",[],https://twitter.com/asiacapable/status/1387917918915096579,False,,1,https://pbs.twimg.com/media/E0Lf_OlUYAAUjAG.jpg,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917836446691328,1387917836446691328,2021-04-30 09:52:53 AEST,2021-04-30,09:52:53,+1000,19429174,adamgruer,Adam Gruer,,Rubbing salt into the wounds,en,[],[],[],0,0,0,[],[],https://twitter.com/AdamGruer/status/1387917836446691328,False,https://twitter.com/hormiga/status/1387908245046497280,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917763524669443,1387917763524669443,2021-04-30 09:52:35 AEST,2021-04-30,09:52:35,+1000,105572708,terryginz,Prabhjot Kaur,"{'type': 'Point', 'coordinates': [-37.65021258, 145.06983404]}",Pancakes and bangs #thepancakeparlour #pancakeparlour #bangs #bangstyle #bangshairstyle #winter #winterhair #xsmax #xsmaxphotography #shotoniphone #iphonography #nofilter #nofilters #nofilterneeded #friday #fridayvibes  https://t.co/2DABU46Ln7,en,[],['https://www.instagram.com/p/CORNyTonTvP/?igshid=1xobwoixlqr8s'],[],0,0,0,"['thepancakeparlour', 'pancakeparlour', 'bangs', 'bangstyle', 'bangshairstyle', 'winter', 'winterhair', 'xsmax', 'xsmaxphotography', 'shotoniphone', 'iphonography', 'nofilter', 'nofilters', 'nofilterneeded', 'friday', 'fridayvibes']",[],https://twitter.com/terryginz/status/1387917763524669443,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917735661690882,1387917735661690882,2021-04-30 09:52:29 AEST,2021-04-30,09:52:29,+1000,22350627,itsabelslife,Belinda 🦋💜🦋,,These have to be the prettiest buds on the market @Mifo_Official   I’m in 💜  https://t.co/Q8ApYFewwB,en,"[{'screen_name': 'mifo_official', 'name': 'mifo', 'id': '1313095735840210944'}]",[],['https://pbs.twimg.com/media/E0Lf0onVoAIQidB.jpg'],3,0,14,[],[],https://twitter.com/itsabelslife/status/1387917735661690882,False,,1,https://pbs.twimg.com/media/E0Lf0onVoAIQidB.jpg,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917726547464199,1387917726547464199,2021-04-30 09:52:26 AEST,2021-04-30,09:52:26,+1000,629978911,truckherder,Matt Thomas,,"While every day is a good day to support indie artists on Bandcamp, remember that Bandcamp Fridays are still happening for now, next one Friday 7th May",en,[],[],[],0,0,2,[],[],https://twitter.com/Truckherder/status/1387917726547464199,False,https://twitter.com/AmimiMusic/status/1387910285319622658,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917673741180930,1387889920849551361,2021-04-30 09:52:14 AEST,2021-04-30,09:52:14,+1000,3458667972,mchambers2706,Mark Chambers #ibelieveinequality4ALLnotafew,,@jess_lodge @SciNate @Mad_Morris @Accordionhans @BreakfastNews I felt a little bit dirty this morning with all of the beautiful people on the couch. Loved it!,en,[],[],[],0,0,2,[],[],https://twitter.com/mchambers2706/status/1387917673741180930,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'jess_lodge', 'name': 'Jess Lodge', 'id': '3112618936'}, {'screen_name': 'SciNate', 'name': 'Nate Byrne', 'id': '836124273731235840'}, {'screen_name': 'Mad_Morris', 'name': 'Madeleine Morris', 'id': '107680569'}, {'screen_name': 'Accordionhans', 'name': 'Hans', 'id': '22414331'}, {'screen_name': 'BreakfastNews', 'name': 'News Breakfast', 'id': '16463397'}]",,,,
1387917461685555205,1387917461685555205,2021-04-30 09:51:23 AEST,2021-04-30,09:51:23,+1000,773413785960873985,nerds4lifeblog,Nerds4Life,,Shinobi Striker news!   https://t.co/t7kQYfrzLH  #shinobistriker #NARUTO #BorutoNarutonextgenerations #boruto #narutotoborutoshinobistriker,en,[],['https://nerds4life.com/naruto-to-boruto-shinobi-striker-lite-season-pass-4-announced/'],[],0,0,0,"['shinobistriker', 'naruto', 'borutonarutonextgenerations', 'boruto', 'narutotoborutoshinobistriker']",[],https://twitter.com/nerds4lifeblog/status/1387917461685555205,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917373378678784,1387917373378678784,2021-04-30 09:51:02 AEST,2021-04-30,09:51:02,+1000,18147028,victraffic,VicTraffic,"{'type': 'Point', 'coordinates': [-38.00314634, 145.24719069]}","Princes Hwy  (ALT1), Dandenong South - lanes closed westbound, The left lane is closed citybound near…  https://t.co/rRe1o0eK77 #victraffic",en,[],['https://bit.ly/3gOP5It'],[],0,0,0,['victraffic'],[],https://twitter.com/VicTraffic/status/1387917373378678784,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917311697293313,1387906504745881600,2021-04-30 09:50:48 AEST,2021-04-30,09:50:48,+1000,1624710127,drkatybarnett,Katy Barnett,,@IneptiG What does it mean? I’m kind of imagining…  https://t.co/kRA8odZRSD,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E0LfapSUcAE6poF.jpg'],1,0,1,[],[],https://twitter.com/DrKatyBarnett/status/1387917311697293313,False,,1,https://pbs.twimg.com/tweet_video_thumb/E0LfapSUcAE6poF.jpg,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'IneptiG', 'name': 'IneptiGraeculi', 'id': '2212649948'}]",,,,
1387917304025870339,1387917304025870339,2021-04-30 09:50:46 AEST,2021-04-30,09:50:46,+1000,1269925196028211201,veronic98691440,Veronica Sherman,,Please do yourself a favour and read this 💛🦆,en,[],[],[],0,0,0,[],[],https://twitter.com/Veronic98691440/status/1387917304025870339,False,https://twitter.com/EmApocalyptic/status/1387054172659273734,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387917281573818371,1387915415880278016,2021-04-30 09:50:40 AEST,2021-04-30,09:50:40,+1000,2199299744,piedpiiperjk,kate⁷ 🧈 D-1,,@starlightjadec i hope you have an amazing one 🥺 the weather seems to be quite nice today! 💜,en,[],[],[],1,0,1,[],[],https://twitter.com/piedpiiperjk/status/1387917281573818371,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'starlightjadec', 'name': 'mickey⁷🧈', 'id': '1168110589366820865'}]",,,,
1387917156738682882,1387910787331547138,2021-04-30 09:50:11 AEST,2021-04-30,09:50:11,+1000,1269925196028211201,veronic98691440,Veronica Sherman,,@OurNewHomecoach Couldn't love this more,en,[],[],[],0,0,0,[],[],https://twitter.com/Veronic98691440/status/1387917156738682882,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'OurNewHomecoach', 'name': 'Jennifer Crawford', 'id': '2369799780'}]",,,,
1387917107824762883,1387679596070326273,2021-04-30 09:49:59 AEST,2021-04-30,09:49:59,+1000,1624710127,drkatybarnett,Katy Barnett,,@AnOldWombat @jeremy_gans @BlackIncBooks All creatures great and small would be GREAT if it was not taken.,en,[],[],[],0,0,0,[],[],https://twitter.com/DrKatyBarnett/status/1387917107824762883,False,,0,,,"-37.80811,144.96071,50mi",,,,,"[{'screen_name': 'AnOldWombat', 'name': 'Sir Wombat the Elder', 'id': '211345580'}, {'screen_name': 'jeremy_gans', 'name': 'Jeremy Gans', 'id': '216449665'}, {'screen_name': 'BlackIncBooks', 'name': 'Black Inc.', 'id': '54056944'}]",,,,
1387916712515805184,1387916712515805184,2021-04-30 09:48:25 AEST,2021-04-30,09:48:25,+1000,299593286,dammieoni,damilolaoni,, https://t.co/k2Xvqlht3s,und,[],[],['https://pbs.twimg.com/media/E0Le4xwVEAEZy6j.jpg'],0,0,0,[],[],https://twitter.com/dammieoni/status/1387916712515805184,False,https://twitter.com/WinterFell_FPL/status/1387680347102629890,1,https://pbs.twimg.com/media/E0Le4xwVEAEZy6j.jpg,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387916531942658052,1387916531942658052,2021-04-30 09:47:42 AEST,2021-04-30,09:47:42,+1000,1261315182,melsybegg,Melissa Begg,,"Ok, you've probably ran too many days in a row when you faceplant in the middle of Southbank for no reason 🥴 #liftdemfeet #phonenotsmashed",en,[],[],[],0,0,1,"['liftdemfeet', 'phonenotsmashed']",[],https://twitter.com/melsybegg/status/1387916531942658052,False,,0,,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387916397716467712,1387916397716467712,2021-04-30 09:47:10 AEST,2021-04-30,09:47:10,+1000,69885703,dtornatore93,Daniel Tornatore,,When celebs follow you 🥺🥺  https://t.co/8W5u27UUTx,en,[],[],['https://pbs.twimg.com/media/E0LemtsUUAEJI25.jpg'],0,0,2,[],[],https://twitter.com/dtornatore93/status/1387916397716467712,False,,1,https://pbs.twimg.com/media/E0LemtsUUAEJI25.jpg,,"-37.80811,144.96071,50mi",,,,,[],,,,
1387916383166472193,1387916383166472193,2021-04-30 09:47:06 AEST,2021-04-30,09:47:06,+1000,1279612323976511488,jasvind26885587,Jasvinder Kaur,,You are missed Irfan sir....  https://t.co/MVk3ij9bRl,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E0Lel3IVUAE_gsO.jpg'],0,0,0,[],[],https://twitter.com/Jasvind26885587/status/1387916383166472193,False,,1,https://pbs.twimg.com/tweet_video_thumb/E0Lel3IVUAE_gsO.jpg,,"-37.80811,144.96071,50mi",,,,,[],,,,
